Date,Open,High,Low,Close,Adj Close,Volume
2013-04-29,737.677979,737.677979,737.677979,737.677979,737.677979,7
2013-04-30,576.729980,603.554993,576.729980,603.554993,603.554993,16
2013-05-01,603.554993,603.554993,603.554993,603.554993,603.554993,0
2013-05-02,603.554993,603.554993,603.554993,603.554993,603.554993,0
2013-05-03,603.554993,603.554993,603.554993,603.554993,603.554993,0
2013-05-06,603.554993,603.554993,603.554993,603.554993,603.554993,0
2013-05-07,603.554993,603.554993,603.554993,603.554993,603.554993,0
2013-05-08,603.554993,603.554993,603.554993,603.554993,603.554993,0
2013-05-09,885.213989,908.684998,885.213989,908.684998,908.684998,22
2013-05-10,878.507996,938.862976,878.507996,938.862976,938.862976,50
2013-05-13,938.862976,938.862976,938.862976,938.862976,938.862976,0
2013-05-14,999.218994,1106.520020,999.218994,1039.459961,1039.459961,18
2013-05-15,1207.109985,1207.109985,1207.109985,1207.109985,1207.109985,9
2013-05-16,1408.290039,1408.290039,1408.290039,1408.290039,1408.290039,3
2013-05-17,1555.829956,1555.829956,1555.829956,1555.829956,1555.829956,0
2013-05-20,1542.420044,1542.420044,1448.530029,1448.530029,1448.530029,6
2013-05-21,1448.530029,1448.530029,1448.530029,1448.530029,1448.530029,0
2013-05-22,1448.530029,1448.530029,1448.530029,1448.530029,1448.530029,0
2013-05-23,1448.530029,1448.530029,1448.530029,1448.530029,1448.530029,0
2013-05-24,1448.530029,1448.530029,1448.530029,1448.530029,1448.530029,0
2013-05-28,1448.530029,1448.530029,1448.530029,1448.530029,1448.530029,0
2013-05-29,1448.530029,1448.530029,1448.530029,1448.530029,1448.530029,0
2013-05-30,894.000000,894.000000,894.000000,894.000000,894.000000,7
2013-05-31,1027.500000,1027.500000,997.500000,997.500000,997.500000,33
2013-06-03,997.500000,997.500000,997.500000,997.500000,997.500000,0
2013-06-04,997.500000,997.500000,997.500000,997.500000,997.500000,0
2013-06-05,997.500000,997.500000,997.500000,997.500000,997.500000,0
2013-06-06,997.500000,997.500000,997.500000,997.500000,997.500000,0
2013-06-07,997.500000,997.500000,997.500000,997.500000,997.500000,0
2013-06-10,813.000000,813.000000,813.000000,813.000000,813.000000,27
2013-06-11,813.000000,813.000000,813.000000,813.000000,813.000000,0
2013-06-12,813.000000,813.000000,813.000000,813.000000,813.000000,0
2013-06-13,813.000000,813.000000,813.000000,813.000000,813.000000,0
2013-06-14,813.000000,813.000000,813.000000,813.000000,813.000000,0
2013-06-17,813.000000,813.000000,813.000000,813.000000,813.000000,0
2013-06-18,813.000000,813.000000,813.000000,813.000000,813.000000,0
2013-06-19,813.000000,813.000000,813.000000,813.000000,813.000000,0
2013-06-20,813.000000,813.000000,813.000000,813.000000,813.000000,0
2013-06-21,813.000000,813.000000,813.000000,813.000000,813.000000,0
2013-06-24,813.000000,813.000000,813.000000,813.000000,813.000000,0
2013-06-25,813.000000,813.000000,813.000000,813.000000,813.000000,0
2013-06-26,813.000000,813.000000,813.000000,813.000000,813.000000,0
2013-06-27,813.000000,813.000000,813.000000,813.000000,813.000000,0
2013-06-28,495.000000,495.000000,495.000000,495.000000,495.000000,1
2013-07-01,495.000000,495.000000,495.000000,495.000000,495.000000,0
2013-07-02,495.000000,495.000000,495.000000,495.000000,495.000000,0
2013-07-03,495.000000,495.000000,495.000000,495.000000,495.000000,0
2013-07-05,495.000000,495.000000,495.000000,495.000000,495.000000,0
2013-07-08,495.000000,495.000000,495.000000,495.000000,495.000000,0
2013-07-09,495.000000,495.000000,495.000000,495.000000,495.000000,0
2013-07-10,495.000000,495.000000,495.000000,495.000000,495.000000,0
2013-07-11,495.000000,495.000000,495.000000,495.000000,495.000000,0
2013-07-12,495.000000,495.000000,495.000000,495.000000,495.000000,0
2013-07-15,495.000000,495.000000,495.000000,495.000000,495.000000,0
2013-07-16,495.000000,495.000000,495.000000,495.000000,495.000000,0
2013-07-17,495.000000,495.000000,495.000000,495.000000,495.000000,0
2013-07-18,495.000000,495.000000,495.000000,495.000000,495.000000,0
2013-07-19,495.000000,495.000000,495.000000,495.000000,495.000000,0
2013-07-22,495.000000,495.000000,495.000000,495.000000,495.000000,0
2013-07-23,495.000000,495.000000,495.000000,495.000000,495.000000,0
2013-07-24,495.000000,495.000000,495.000000,495.000000,495.000000,0
2013-07-25,495.000000,495.000000,495.000000,495.000000,495.000000,0
2013-07-26,508.500000,508.500000,508.500000,508.500000,508.500000,1
2013-07-29,502.500000,502.500000,502.500000,502.500000,502.500000,7
2013-07-30,502.500000,502.500000,502.500000,502.500000,502.500000,0
2013-07-31,502.500000,502.500000,502.500000,502.500000,502.500000,0
2013-08-01,502.500000,502.500000,502.500000,502.500000,502.500000,0
2013-08-02,502.500000,502.500000,502.500000,502.500000,502.500000,0
2013-08-05,502.500000,502.500000,502.500000,502.500000,502.500000,0
2013-08-06,502.500000,502.500000,502.500000,502.500000,502.500000,0
2013-08-07,502.500000,502.500000,502.500000,502.500000,502.500000,0
2013-08-08,502.500000,502.500000,502.500000,502.500000,502.500000,0
2013-08-09,502.500000,502.500000,502.500000,502.500000,502.500000,0
2013-08-12,502.500000,502.500000,502.500000,502.500000,502.500000,0
2013-08-13,627.000000,627.000000,627.000000,627.000000,627.000000,3
2013-08-14,627.000000,627.000000,627.000000,627.000000,627.000000,0
2013-08-15,627.000000,627.000000,627.000000,627.000000,627.000000,0
2013-08-16,627.000000,627.000000,627.000000,627.000000,627.000000,0
2013-08-19,627.000000,627.000000,627.000000,627.000000,627.000000,0
2013-08-20,627.000000,627.000000,627.000000,627.000000,627.000000,0
2013-08-21,627.000000,627.000000,627.000000,627.000000,627.000000,0
2013-08-22,627.000000,627.000000,627.000000,627.000000,627.000000,0
2013-08-23,627.000000,627.000000,627.000000,627.000000,627.000000,0
2013-08-26,627.000000,627.000000,627.000000,627.000000,627.000000,0
2013-08-27,627.000000,627.000000,627.000000,627.000000,627.000000,0
2013-08-28,627.000000,627.000000,627.000000,627.000000,627.000000,0
2013-08-29,627.000000,627.000000,627.000000,627.000000,627.000000,0
2013-08-30,627.000000,627.000000,627.000000,627.000000,627.000000,0
2013-09-03,627.000000,627.000000,627.000000,627.000000,627.000000,0
2013-09-04,627.000000,627.000000,627.000000,627.000000,627.000000,0
2013-09-05,627.000000,627.000000,627.000000,627.000000,627.000000,0
2013-09-06,627.000000,627.000000,627.000000,627.000000,627.000000,0
2013-09-09,627.000000,627.000000,627.000000,627.000000,627.000000,0
2013-09-10,627.000000,627.000000,627.000000,627.000000,627.000000,0
2013-09-11,627.000000,627.000000,627.000000,627.000000,627.000000,0
2013-09-12,627.000000,627.000000,627.000000,627.000000,627.000000,0
2013-09-13,627.000000,627.000000,627.000000,627.000000,627.000000,0
2013-09-16,627.000000,627.000000,627.000000,627.000000,627.000000,0
2013-09-17,627.000000,627.000000,627.000000,627.000000,627.000000,0
2013-09-18,627.000000,627.000000,627.000000,627.000000,627.000000,0
2013-09-19,622.500000,622.500000,622.500000,622.500000,622.500000,11
2013-09-20,622.500000,622.500000,622.500000,622.500000,622.500000,0
2013-09-23,622.500000,622.500000,622.500000,622.500000,622.500000,0
2013-09-24,622.500000,622.500000,622.500000,622.500000,622.500000,0
2013-09-25,603.000000,603.000000,603.000000,603.000000,603.000000,11
2013-09-26,603.000000,603.000000,603.000000,603.000000,603.000000,0
2013-09-27,603.000000,603.000000,603.000000,603.000000,603.000000,0
2013-09-30,603.000000,603.000000,603.000000,603.000000,603.000000,0
2013-10-01,603.000000,603.000000,603.000000,603.000000,603.000000,0
2013-10-02,603.000000,603.000000,603.000000,603.000000,603.000000,0
2013-10-03,603.000000,603.000000,603.000000,603.000000,603.000000,0
2013-10-04,603.000000,603.000000,603.000000,603.000000,603.000000,0
2013-10-07,603.000000,603.000000,603.000000,603.000000,603.000000,0
2013-10-08,603.000000,603.000000,603.000000,603.000000,603.000000,0
2013-10-09,603.000000,603.000000,603.000000,603.000000,603.000000,0
2013-10-10,603.000000,603.000000,603.000000,603.000000,603.000000,0
2013-10-11,603.000000,603.000000,603.000000,603.000000,603.000000,0
2013-10-14,603.000000,603.000000,603.000000,603.000000,603.000000,0
2013-10-15,603.000000,603.000000,603.000000,603.000000,603.000000,0
2013-10-16,603.000000,603.000000,603.000000,603.000000,603.000000,0
2013-10-17,603.000000,603.000000,603.000000,603.000000,603.000000,0
2013-10-18,603.000000,603.000000,603.000000,603.000000,603.000000,0
2013-10-21,603.000000,603.000000,603.000000,603.000000,603.000000,0
2013-10-22,937.500000,937.500000,937.500000,937.500000,937.500000,22
2013-10-23,937.500000,937.500000,937.500000,937.500000,937.500000,0
2013-10-24,937.500000,937.500000,937.500000,937.500000,937.500000,0
2013-10-25,862.500000,862.500000,862.500000,862.500000,862.500000,7
2013-10-28,862.500000,862.500000,862.500000,862.500000,862.500000,0
2013-10-29,862.500000,862.500000,862.500000,862.500000,862.500000,0
2013-10-30,862.500000,862.500000,862.500000,862.500000,862.500000,0
2013-10-31,862.500000,862.500000,862.500000,862.500000,862.500000,0
2013-11-01,862.500000,862.500000,862.500000,862.500000,862.500000,0
2013-11-04,862.500000,862.500000,862.500000,862.500000,862.500000,0
